Name of Painter,Subject of Painting,Style,Medium,Size,Frame,Location,Price ($),Delivery (days),Shipment,Color Palette,Copy or Original,Print or Real,Recommended Environment,Mood/Atmosphere,Theme/Lighting Requirements,Reproduction Type,Target Audience,Date
Emma,Seascape,Impressionism,Oil,"18""x24""",Yes,Montreal,505,7,Express,Oceanic Tones,Copy,Print,Living Room,Joyful,Dim Light,,Art Collectors,2023-06-27
Leonardo,Portrait,Surrealism,Watercolor,"18""x24""",Yes,New York,299,6,Free Shipping,Warm Tones,Copy,Print,Gallery,Calming,Dim Light,,Corporate Clients,2023-06-28
Liam,Landscape,Surrealism,Watercolor,"24""x36""",Yes,Chicago,649,9,Standard,Earthy Tones,Original,Real,Kid Room,Joyful,Dim Light,Screen Print,Interior Designers,2023-06-29
Vincent,Landscape,Realism,Mixed Media,"20""x30""",Yes,Los Angeles,469,10,Free Shipping,Neutral Tones,Original,Print,Office,Energetic,Bright Light,Lithograph,Corporate Clients,2023-06-30
Jija,Landscape,Cubism,Watercolor,"24""x36""",Yes,Montreal,771,6,Standard,Cool Tones,Original,Print,Living Room,Joyful,Bright Light,,Families,2023-07-01
Pablo,Wildlife,Modern,Acrylic,"30""x40""",No,Toronto,339,3,Free Shipping,Cool Tones,Copy,Print,Kid Room,Energetic,Natural Light,Screen Print,Families,2023-07-02
Claude,Abstract,Surrealism,Oil,"30""x40""",Yes,Chicago,515,9,Standard,Warm Tones,Copy,Real,Kid Room,Energetic,Dim Light,Lithograph,Interior Designers,2023-07-03
Claude,Portrait,Surrealism,Oil,"16""x20""",Yes,Miami,539,10,Standard,Neutral Tones,Copy,Real,Gallery,Relaxing,Natural Light,,Corporate Clients,2023-07-04
Emma,Wildlife,Realism,Mixed Media,"18""x24""",No,Toronto,197,6,Free Shipping,Oceanic Tones,Copy,Print,Office,Calming,Natural Light,,Families,2023-07-05
Jija,Still Life,Cubism,Watercolor,"30""x40""",No,Montreal,956,6,Express,Oceanic Tones,Copy,Print,Kid Room,Relaxing,Natural Light,Lithograph,Corporate Clients,2023-07-06
Ava,Portrait,Surrealism,Charcoal,"20""x30""",No,Toronto,715,9,Standard,Neutral Tones,Original,Real,Gallery,Calming,Natural Light,Giclée,Young Professionals,2023-07-07
Ava,Abstract,Abstract Expressionism,Mixed Media,"24""x36""",No,Montreal,245,3,Express,Neutral Tones,Original,Real,Kid Room,Calming,Bright Light,Fine Art Print,Art Collectors,2023-07-08
Frida,Fantasy,Abstract Expressionism,Charcoal,"30""x40""",Yes,Toronto,907,10,Express,Neutral Tones,Original,Print,Living Room,Calming,Natural Light,Lithograph,Corporate Clients,2023-07-09
Vincent,Landscape,Realism,Acrylic,"16""x20""",Yes,Miami,234,9,Express,Earthy Tones,Original,Real,Kid Room,Energetic,Natural Light,Screen Print,Art Collectors,2023-07-10
Olivia,Landscape,Cubism,Charcoal,"30""x40""",Yes,Chicago,221,4,Free Shipping,Oceanic Tones,Copy,Print,Living Room,Relaxing,Dim Light,,Young Professionals,2023-07-11
Liam,Wildlife,Surrealism,Mixed Media,"16""x20""",No,New York,840,3,Free Shipping,Warm Tones,Copy,Real,Office,Reflective,Dim Light,Lithograph,Corporate Clients,2023-07-12
Liam,Wildlife,Surrealism,Charcoal,"16""x20""",No,Vancouver,785,10,Free Shipping,Warm Tones,Copy,Real,Living Room,Reflective,Natural Light,,Art Collectors,2023-07-13
Olivia,Abstract,Impressionism,Oil,"30""x40""",No,New York,456,7,Standard,Cool Tones,Original,Real,Kid Room,Reflective,Bright Light,Lithograph,Interior Designers,2023-07-14
Liam,Wildlife,Surrealism,Acrylic,"20""x30""",Yes,Chicago,272,7,Standard,Neutral Tones,Copy,Print,Gallery,Energetic,Dim Light,Screen Print,Interior Designers,2023-07-15
Emma,Landscape,Surrealism,Watercolor,"18""x24""",No,Chicago,785,4,Express,Earthy Tones,Original,Real,Bedroom,Joyful,Natural Light,,Art Collectors,2023-07-16
Pablo,Landscape,Realism,Watercolor,"18""x24""",No,Los Angeles,771,7,Free Shipping,Earthy Tones,Copy,Print,Office,Relaxing,Natural Light,Screen Print,Art Collectors,2023-07-17
Noah,Landscape,Surrealism,Acrylic,"20""x30""",Yes,Vancouver,499,10,Free Shipping,Earthy Tones,Original,Print,Gallery,Calming,Dim Light,Giclée,Families,2023-07-18
Liam,Landscape,Abstract Expressionism,Oil,"16""x20""",No,Calgary,975,5,Free Shipping,Earthy Tones,Original,Real,Living Room,Reflective,Natural Light,Screen Print,Families,2023-07-19
Olivia,Seascape,Realism,Oil,"20""x30""",No,Montreal,719,6,Express,Neutral Tones,Copy,Print,Bedroom,Energetic,Natural Light,Giclée,Interior Designers,2023-07-20
Frida,Landscape,Impressionism,Mixed Media,"18""x24""",Yes,Miami,171,7,Standard,Warm Tones,Original,Print,Living Room,Relaxing,Bright Light,Lithograph,Young Professionals,2023-07-21
Emma,Fantasy,Surrealism,Oil,"16""x20""",Yes,Calgary,663,10,Standard,Oceanic Tones,Copy,Print,Kid Room,Calming,Bright Light,Screen Print,Art Collectors,2023-07-22
Pablo,Wildlife,Surrealism,Acrylic,"18""x24""",No,Toronto,339,3,Free Shipping,Cool Tones,Copy,Real,Bedroom,Calming,Dim Light,,Art Collectors,2023-07-23
Pablo,Abstract,Realism,Mixed Media,"16""x20""",Yes,Los Angeles,290,9,Express,Cool Tones,Original,Real,Living Room,Reflective,Dim Light,,Corporate Clients,2023-07-24
Pablo,Still Life,Abstract Expressionism,Oil,"20""x30""",Yes,Montreal,212,3,Express,Oceanic Tones,Copy,Print,Bedroom,Relaxing,Dim Light,Lithograph,Art Collectors,2023-07-25
Olivia,Landscape,Cubism,Oil,"24""x36""",No,Chicago,396,4,Standard,Earthy Tones,Original,Real,Kid Room,Calming,Bright Light,Lithograph,Young Professionals,2023-07-26
Emma,Landscape,Cubism,Mixed Media,"30""x40""",Yes,Los Angeles,179,10,Standard,Warm Tones,Original,Real,Office,Joyful,Natural Light,Screen Print,Families,2023-07-27
Jija,Portrait,Impressionism,Watercolor,"24""x36""",Yes,Montreal,245,4,Free Shipping,Cool Tones,Copy,Print,Living Room,Calming,Dim Light,,Corporate Clients,2023-07-28
Frida,Landscape,Surrealism,Charcoal,"30""x40""",No,Calgary,933,7,Free Shipping,Neutral Tones,Copy,Real,Kid Room,Energetic,Bright Light,Fine Art Print,Corporate Clients,2023-07-29
Olivia,Still Life,Impressionism,Oil,"24""x36""",No,Los Angeles,581,6,Standard,Earthy Tones,Copy,Real,Office,Energetic,Natural Light,Giclée,Art Collectors,2023-07-30
Claude,Abstract,Modern,Mixed Media,"20""x30""",Yes,New York,857,7,Express,Neutral Tones,Original,Real,Gallery,Relaxing,Bright Light,Screen Print,Interior Designers,2023-07-31
Ava,Still Life,Abstract Expressionism,Charcoal,"16""x20""",Yes,Los Angeles,956,9,Express,Earthy Tones,Copy,Print,Bedroom,Reflective,Dim Light,Screen Print,Families,2023-08-01
Liam,Seascape,Realism,Acrylic,"24""x36""",Yes,Chicago,774,5,Standard,Neutral Tones,Original,Print,Office,Reflective,Natural Light,Giclée,Families,2023-08-02
Olivia,Still Life,Realism,Mixed Media,"18""x24""",No,Los Angeles,294,6,Standard,Cool Tones,Original,Real,Bedroom,Relaxing,Natural Light,Lithograph,Corporate Clients,2023-08-03
Jija,Portrait,Abstract Expressionism,Watercolor,"30""x40""",Yes,Montreal,890,5,Express,Cool Tones,Copy,Real,Living Room,Calming,Dim Light,Screen Print,Young Professionals,2023-08-04
Ava,Seascape,Impressionism,Charcoal,"30""x40""",Yes,Los Angeles,413,6,Free Shipping,Earthy Tones,Original,Real,Kid Room,Calming,Dim Light,Lithograph,Corporate Clients,2023-08-05
Noah,Portrait,Impressionism,Mixed Media,"20""x30""",No,Vancouver,854,10,Standard,Cool Tones,Original,Real,Living Room,Reflective,Bright Light,Lithograph,Families,2023-08-06
Leonardo,Landscape,Realism,Acrylic,"30""x40""",No,Miami,680,7,Standard,Earthy Tones,Original,Real,Living Room,Reflective,Bright Light,Screen Print,Interior Designers,2023-08-07
Leonardo,Landscape,Surrealism,Mixed Media,"20""x30""",No,Vancouver,924,5,Express,Cool Tones,Original,Real,Office,Calming,Dim Light,Screen Print,Families,2023-08-08
Frida,Still Life,Surrealism,Acrylic,"20""x30""",No,Toronto,404,8,Free Shipping,Earthy Tones,Original,Print,Gallery,Calming,Bright Light,Screen Print,Young Professionals,2023-08-09
Liam,Fantasy,Cubism,Acrylic,"20""x30""",Yes,Montreal,727,8,Free Shipping,Warm Tones,Original,Print,Office,Reflective,Natural Light,Giclée,Corporate Clients,2023-08-10
Noah,Landscape,Modern,Acrylic,"20""x30""",No,Montreal,396,7,Standard,Earthy Tones,Original,Print,Kid Room,Relaxing,Natural Light,Lithograph,Interior Designers,2023-08-11
Leonardo,Seascape,Surrealism,Oil,"16""x20""",Yes,Calgary,854,9,Standard,Oceanic Tones,Original,Real,Kid Room,Calming,Bright Light,Screen Print,Interior Designers,2023-08-12
Pablo,Wildlife,Surrealism,Acrylic,"18""x24""",Yes,Toronto,516,5,Standard,Warm Tones,Copy,Print,Bedroom,Energetic,Dim Light,Lithograph,Young Professionals,2023-08-13
Ava,Fantasy,Impressionism,Watercolor,"20""x30""",Yes,Los Angeles,813,8,Standard,Cool Tones,Copy,Real,Office,Joyful,Natural Light,Giclée,Families,2023-08-14
Vincent,Still Life,Surrealism,Mixed Media,"16""x20""",Yes,Toronto,499,7,Standard,Oceanic Tones,Original,Real,Kid Room,Joyful,Natural Light,Lithograph,Interior Designers,2023-08-15
Emma,Wildlife,Modern,Oil,"20""x30""",No,Montreal,644,6,Standard,Warm Tones,Original,Print,Office,Joyful,Natural Light,,Art Collectors,2023-08-16
Pablo,Fantasy,Realism,Charcoal,"20""x30""",Yes,Montreal,868,3,Express,Neutral Tones,Copy,Real,Office,Calming,Natural Light,Screen Print,Interior Designers,2023-08-17
Noah,Portrait,Realism,Oil,"16""x20""",Yes,Calgary,212,10,Standard,Cool Tones,Original,Print,Gallery,Calming,Natural Light,Lithograph,Corporate Clients,2023-08-18
Claude,Still Life,Realism,Mixed Media,"20""x30""",Yes,Montreal,149,6,Standard,Earthy Tones,Copy,Real,Living Room,Energetic,Dim Light,,Interior Designers,2023-08-19
Frida,Seascape,Impressionism,Mixed Media,"20""x30""",No,Miami,396,9,Standard,Oceanic Tones,Copy,Real,Living Room,Calming,Dim Light,Giclée,Corporate Clients,2023-08-20
Emma,Portrait,Surrealism,Oil,"18""x24""",No,New York,715,7,Standard,Neutral Tones,Original,Real,Gallery,Calming,Natural Light,,Corporate Clients,2023-08-21
Pablo,Still Life,Abstract Expressionism,Oil,"18""x24""",No,Miami,245,10,Express,Earthy Tones,Original,Print,Living Room,Joyful,Natural Light,Screen Print,Young Professionals,2023-08-22
Jija,Fantasy,Abstract Expressionism,Watercolor,"24""x36""",Yes,Montreal,731,9,Express,Earthy Tones,Copy,Print,Bedroom,Energetic,Dim Light,Screen Print,Interior Designers,2023-08-23
Pablo,Fantasy,Abstract Expressionism,Watercolor,"30""x40""",No,New York,663,6,Standard,Earthy Tones,Original,Real,Office,Joyful,Bright Light,,Families,2023-08-24
Noah,Portrait,Cubism,Oil,"16""x20""",Yes,Miami,663,5,Express,Cool Tones,Original,Real,Living Room,Joyful,Natural Light,Giclée,Families,2023-08-25
Frida,Fantasy,Impressionism,Acrylic,"24""x36""",Yes,Toronto,157,3,Free Shipping,Earthy Tones,Original,Real,Living Room,Reflective,Natural Light,Lithograph,Young Professionals,2023-08-26
Vincent,Seascape,Surrealism,Charcoal,"20""x30""",No,Los Angeles,707,6,Standard,Neutral Tones,Copy,Print,Bedroom,Calming,Dim Light,Screen Print,Families,2023-08-27
Jija,Wildlife,Cubism,Watercolor,"16""x20""",Yes,Montreal,731,4,Express,Neutral Tones,Copy,Real,Office,Energetic,Natural Light,Giclée,Families,2023-08-28
Olivia,Still Life,Surrealism,Oil,"16""x20""",No,Toronto,813,8,Express,Warm Tones,Copy,Real,Gallery,Calming,Dim Light,Giclée,Young Professionals,2023-08-29
Ava,Abstract,Cubism,Charcoal,"18""x24""",No,Toronto,171,9,Standard,Oceanic Tones,Original,Print,Office,Relaxing,Dim Light,,Families,2023-08-30
Claude,Fantasy,Impressionism,Oil,"18""x24""",Yes,New York,528,8,Free Shipping,Earthy Tones,Copy,Real,Bedroom,Relaxing,Dim Light,,Corporate Clients,2023-08-31
Jija,Seascape,Abstract Expressionism,Watercolor,"16""x20""",Yes,Montreal,918,9,Express,Cool Tones,Original,Print,Gallery,Reflective,Dim Light,Giclée,Families,2023-09-01
Claude,Fantasy,Surrealism,Oil,"30""x40""",Yes,Los Angeles,933,10,Express,Oceanic Tones,Original,Print,Living Room,Calming,Bright Light,,Art Collectors,2023-09-02
Ava,Wildlife,Modern,Watercolor,"16""x20""",Yes,Montreal,890,4,Express,Neutral Tones,Original,Real,Office,Energetic,Dim Light,Giclée,Interior Designers,2023-09-03
Leonardo,Wildlife,Impressionism,Mixed Media,"24""x36""",Yes,Montreal,857,8,Express,Cool Tones,Copy,Print,Kid Room,Reflective,Natural Light,Screen Print,Interior Designers,2023-09-04
Liam,Wildlife,Cubism,Acrylic,"30""x40""",Yes,Chicago,299,3,Free Shipping,Neutral Tones,Original,Print,Bedroom,Reflective,Natural Light,Lithograph,Young Professionals,2023-09-05
Frida,Abstract,Modern,Mixed Media,"30""x40""",No,Miami,890,4,Express,Cool Tones,Copy,Print,Gallery,Joyful,Natural Light,Lithograph,Art Collectors,2023-09-06
Jija,Seascape,Abstract Expressionism,Watercolor,"24""x36""",No,Montreal,840,8,Express,Cool Tones,Original,Print,Office,Reflective,Natural Light,Giclée,Art Collectors,2023-09-07
Emma,Abstract,Abstract Expressionism,Mixed Media,"18""x24""",No,Chicago,943,3,Express,Earthy Tones,Original,Real,Bedroom,Calming,Natural Light,Lithograph,Families,2023-09-08
Vincent,Abstract,Surrealism,Oil,"16""x20""",No,Miami,290,9,Express,Oceanic Tones,Original,Print,Kid Room,Calming,Bright Light,Lithograph,Corporate Clients,2023-09-09
Leonardo,Portrait,Surrealism,Acrylic,"18""x24""",Yes,Chicago,933,10,Standard,Cool Tones,Copy,Print,Gallery,Energetic,Natural Light,Lithograph,Art Collectors,2023-09-10
Jija,Abstract,Impressionism,Watercolor,"20""x30""",Yes,Montreal,875,7,Free Shipping,Oceanic Tones,Original,Real,Living Room,Calming,Bright Light,Giclée,Art Collectors,2023-09-11
Noah,Landscape,Cubism,Oil,"30""x40""",No,Los Angeles,197,4,Express,Neutral Tones,Original,Real,Kid Room,Energetic,Bright Light,Screen Print,Families,2023-09-12
Olivia,Wildlife,Realism,Acrylic,"20""x30""",No,Toronto,975,8,Free Shipping,Neutral Tones,Original,Real,Gallery,Calming,Natural Light,Giclée,Interior Designers,2023-09-13
Ava,Fantasy,Surrealism,Watercolor,"30""x40""",Yes,Chicago,975,8,Free Shipping,Oceanic Tones,Copy,Real,Kid Room,Relaxing,Dim Light,,Families,2023-09-14
Frida,Wildlife,Abstract Expressionism,Oil,"16""x20""",Yes,Vancouver,813,7,Free Shipping,Oceanic Tones,Original,Real,Office,Reflective,Dim Light,Lithograph,Families,2023-09-15
Jija,Landscape,Surrealism,Watercolor,"20""x30""",Yes,Montreal,459,7,Standard,Oceanic Tones,Copy,Real,Bedroom,Calming,Dim Light,Screen Print,Interior Designers,2023-09-16
Ava,Landscape,Modern,Mixed Media,"30""x40""",No,Calgary,875,6,Standard,Neutral Tones,Original,Print,Office,Reflective,Natural Light,Giclée,Families,2023-09-17
Frida,Wildlife,Surrealism,Acrylic,"30""x40""",No,Toronto,605,6,Standard,Cool Tones,Original,Real,Kid Room,Relaxing,Dim Light,Lithograph,Interior Designers,2023-09-18
Noah,Portrait,Modern,Watercolor,"20""x30""",Yes,Toronto,696,8,Express,Warm Tones,Copy,Print,Gallery,Reflective,Dim Light,,Interior Designers,2023-09-19
Claude,Portrait,Surrealism,Oil,"24""x36""",Yes,Toronto,272,4,Express,Neutral Tones,Copy,Print,Gallery,Joyful,Natural Light,,Young Professionals,2023-09-20
Olivia,Abstract,Realism,Acrylic,"16""x20""",Yes,New York,924,7,Free Shipping,Oceanic Tones,Copy,Real,Gallery,Energetic,Bright Light,Screen Print,Families,2023-09-21
Leonardo,Abstract,Modern,Acrylic,"30""x40""",No,Toronto,956,4,Express,Earthy Tones,Original,Real,Living Room,Reflective,Natural Light,Giclée,Interior Designers,2023-09-22
Vincent,Portrait,Realism,Mixed Media,"20""x30""",Yes,Chicago,907,7,Standard,Oceanic Tones,Original,Real,Bedroom,Calming,Natural Light,Giclée,Interior Designers,2023-09-23
Olivia,Fantasy,Cubism,Oil,"24""x36""",No,New York,576,9,Express,Warm Tones,Original,Print,Office,Relaxing,Dim Light,,Interior Designers,2023-09-24
Pablo,Wildlife,Abstract Expressionism,Charcoal,"18""x24""",No,Chicago,515,4,Free Shipping,Earthy Tones,Copy,Print,Gallery,Energetic,Bright Light,Giclée,Families,2023-09-25
Liam,Portrait,Impressionism,Acrylic,"18""x24""",No,Miami,368,10,Free Shipping,Cool Tones,Copy,Real,Living Room,Reflective,Natural Light,,Interior Designers,2023-09-26
Leonardo,Abstract,Modern,Oil,"30""x40""",No,New York,384,9,Free Shipping,Neutral Tones,Copy,Print,Bedroom,Calming,Bright Light,,Interior Designers,2023-09-27
Liam,Abstract,Cubism,Mixed Media,"18""x24""",Yes,Los Angeles,794,5,Standard,Cool Tones,Original,Print,Living Room,Relaxing,Dim Light,Lithograph,Interior Designers,2023-09-28
Leonardo,Seascape,Abstract Expressionism,Charcoal,"18""x24""",No,Chicago,396,7,Express,Cool Tones,Copy,Real,Bedroom,Energetic,Natural Light,,Corporate Clients,2023-09-29
Olivia,Still Life,Surrealism,Oil,"18""x24""",No,Los Angeles,234,3,Express,Oceanic Tones,Copy,Print,Office,Energetic,Bright Light,Giclée,Families,2023-09-30
Frida,Seascape,Abstract Expressionism,Watercolor,"16""x20""",No,Toronto,731,3,Free Shipping,Oceanic Tones,Original,Print,Living Room,Relaxing,Dim Light,Lithograph,Young Professionals,2023-10-01
Frida,Abstract,Modern,Watercolor,"24""x36""",Yes,Chicago,907,10,Standard,Cool Tones,Copy,Print,Living Room,Energetic,Bright Light,,Art Collectors,2023-10-02
Emma,Still Life,Impressionism,Watercolor,"16""x20""",Yes,Toronto,854,7,Standard,Neutral Tones,Copy,Print,Living Room,Calming,Dim Light,Giclée,Families,2023-10-03
Jija,Fantasy,Abstract Expressionism,Watercolor,"24""x36""",No,Montreal,539,9,Free Shipping,Warm Tones,Copy,Real,Kid Room,Relaxing,Dim Light,,Families,2023-10-04
Emma,Landscape,Realism,Charcoal,"18""x24""",No,Miami,683,4,Standard,Cool Tones,Original,Real,Office,Joyful,Dim Light,,Corporate Clients,2023-10-05
Olivia,Landscape,Cubism,Watercolor,"24""x36""",Yes,New York,825,8,Free Shipping,Oceanic Tones,Original,Real,Bedroom,Relaxing,Bright Light,,Families,2023-10-06
Vincent,Abstract,Surrealism,Watercolor,"16""x20""",Yes,Miami,734,7,Standard,Neutral Tones,Original,Print,Bedroom,Energetic,Natural Light,Lithograph,Families,2023-10-07
Leonardo,Portrait,Abstract Expressionism,Charcoal,"16""x20""",Yes,Chicago,727,7,Standard,Warm Tones,Copy,Real,Kid Room,Reflective,Dim Light,Lithograph,Corporate Clients,2023-10-08
Leonardo,Abstract,Modern,Mixed Media,"16""x20""",Yes,Los Angeles,891,8,Express,Earthy Tones,Copy,Print,Gallery,Reflective,Natural Light,Screen Print,Interior Designers,2023-10-09
Claude,Fantasy,Cubism,Oil,"16""x20""",Yes,Chicago,499,8,Express,Earthy Tones,Original,Print,Gallery,Calming,Bright Light,Lithograph,Interior Designers,2023-10-10
Liam,Abstract,Cubism,Mixed Media,"24""x36""",Yes,Montreal,890,3,Express,Cool Tones,Copy,Print,Office,Relaxing,Bright Light,Giclée,Art Collectors,2023-10-11
Olivia,Seascape,Modern,Mixed Media,"24""x36""",Yes,Toronto,649,9,Express,Cool Tones,Original,Print,Kid Room,Reflective,Dim Light,Lithograph,Art Collectors,2023-10-12
Liam,Landscape,Cubism,Charcoal,"16""x20""",Yes,New York,245,4,Free Shipping,Oceanic Tones,Original,Print,Living Room,Energetic,Bright Light,Giclée,Art Collectors,2023-10-13
Olivia,Fantasy,Abstract Expressionism,Mixed Media,"16""x20""",Yes,Chicago,516,3,Standard,Neutral Tones,Original,Print,Living Room,Calming,Natural Light,,Art Collectors,2023-10-14
Leonardo,Still Life,Cubism,Watercolor,"20""x30""",No,Toronto,528,5,Free Shipping,Cool Tones,Copy,Print,Living Room,Calming,Natural Light,Screen Print,Families,2023-10-15
Olivia,Wildlife,Abstract Expressionism,Mixed Media,"20""x30""",No,Toronto,469,4,Express,Oceanic Tones,Original,Print,Living Room,Calming,Bright Light,Lithograph,Interior Designers,2023-10-16
Pablo,Landscape,Abstract Expressionism,Mixed Media,"16""x20""",No,Calgary,649,3,Free Shipping,Cool Tones,Original,Real,Living Room,Reflective,Dim Light,Giclée,Corporate Clients,2023-10-17
Emma,Landscape,Abstract Expressionism,Acrylic,"30""x40""",No,Montreal,339,4,Standard,Oceanic Tones,Copy,Print,Bedroom,Joyful,Natural Light,Giclée,Young Professionals,2023-10-18
Olivia,Abstract,Abstract Expressionism,Charcoal,"30""x40""",Yes,Los Angeles,197,4,Free Shipping,Oceanic Tones,Original,Real,Bedroom,Calming,Natural Light,,Art Collectors,2023-10-19
Pablo,Wildlife,Cubism,Mixed Media,"20""x30""",Yes,Miami,854,10,Standard,Neutral Tones,Original,Real,Living Room,Joyful,Dim Light,Screen Print,Families,2023-10-20
Pablo,Still Life,Impressionism,Oil,"18""x24""",No,Chicago,913,9,Standard,Oceanic Tones,Copy,Real,Bedroom,Energetic,Natural Light,Lithograph,Families,2023-10-21
Jija,Seascape,Abstract Expressionism,Watercolor,"16""x20""",Yes,Montreal,840,3,Standard,Warm Tones,Original,Print,Kid Room,Calming,Natural Light,Screen Print,Families,2023-10-22
Frida,Portrait,Modern,Acrylic,"18""x24""",Yes,Montreal,179,10,Standard,Warm Tones,Original,Real,Gallery,Calming,Natural Light,Lithograph,Families,2023-10-23
Vincent,Wildlife,Cubism,Oil,"24""x36""",No,Chicago,404,9,Express,Cool Tones,Original,Real,Office,Reflective,Dim Light,Lithograph,Corporate Clients,2023-10-24
Pablo,Seascape,Realism,Oil,"30""x40""",No,Calgary,965,9,Free Shipping,Cool Tones,Copy,Print,Living Room,Reflective,Dim Light,Giclée,Corporate Clients,2023-10-25
